City,JobTitle,COUNT(LoanAmount)
WAIALUA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",1
WAIALUA,"ALL OTHER ANIMAL PRODUCTION",1
WAIALUA,"ALL OTHER CONSUMER GOODS RENTAL",1
WAIALUA,"ALL OTHER GENERAL MERCHANDISE STORES",1
WAIALUA,"ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES",1
WAIALUA,"ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS",1
WAIALUA,"ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING",1
WAIALUA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",1
WAIALUA,"ALL OTHER TRAVELER ACCOMMODATION",1
WAIALUA,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",1
WAIALUA,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",1
WAIALUA,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",1
WAIALUA,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",1
WAIALUA,"CONVENIENCE STORES",1
WAIALUA,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",1
WAIALUA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",1
WAIALUA,"ENGINEERING SERVICES",1
WAIALUA,"FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",1
WAIALUA,"FINISH CARPENTRY CONTRACTORS",1
WAIALUA,"FRUIT AND VEGETABLE MARKETS",1
WAIALUA,"GIFT, NOVELTY, AND SOUVENIR STORES",1
WAIALUA,"GRAPHIC DESIGN SERVICES",1
WAIALUA,"HORSES AND OTHER EQUINE PRODUCTION",1
WAIALUA,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",1
WAIALUA,"JANITORIAL SERVICES",1
WAIALUA,"LANDSCAPE ARCHITECTURAL SERVICES",1
WAIALUA,LOGGING,1
WAIALUA,"METAL KITCHEN COOKWARE, UTENSIL, CUTLERY, AND FLATWARE (EXCEPT PRECIOUS) MANUFACTURING",1
WAIALUA,"NURSERY AND TREE PRODUCTION",1
WAIALUA,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",1
WAIALUA,"OFFICE ADMINISTRATIVE SERVICES",1
WAIALUA,"OFFICES OF LAWYERS",1
WAIALUA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",1
WAIALUA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",1
WAIALUA,"OTHER AQUACULTURE",1
WAIALUA,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",1
WAIALUA,"OTHER COMPUTER RELATED SERVICES",1
WAIALUA,"OTHER MILLWORK (INCLUDING FLOORING)",1
WAIALUA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",1
WAIALUA,"OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS",1
WAIALUA,"PET CARE (EXCEPT VETERINARY) SERVICES",1
WAIALUA,"PHOTOGRAPHY STUDIOS, PORTRAIT",1
WAIALUA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",1
WAIALUA,"RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS)",1
WAIALUA,"RELIGIOUS ORGANIZATIONS",1
WAIALUA,"RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES",1
WAIALUA,"RESIDENTIAL PROPERTY MANAGERS",1
WAIALUA,"SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",1
WAIALUA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",1
WAIALUA,"SEPTIC TANK AND RELATED SERVICES",1
WAIALUA,"TOILET PREPARATION MANUFACTURING",1
WAIALUA,"VOCATIONAL REHABILITATION SERVICES",1
WAIANAE,"ALL OTHER GRAIN FARMING",1
WAIANAE,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",1
WAIANAE,"ALL OTHER SUPPORT SERVICES",1
WAIANAE,"ALL OTHER TRAVELER ACCOMMODATION",1
WAIANAE,"ART DEALERS",1
WAIANAE,"BAKED GOODS STORES",1
WAIANAE,"BARBER SHOPS",1
WAIANAE,"BEER, WINE, AND LIQUOR STORES",1
WAIANAE,"BOAT DEALERS",1
WAIANAE,"BUILDING INSPECTION SERVICES",1
WAIANAE,CATERERS,1
WAIANAE,"CHILD AND YOUTH SERVICES",1
WAIANAE,"CHILD DAY CARE SERVICES",1
WAIANAE,"CIVIC AND SOCIAL ORGANIZATIONS",1
WAIANAE,"CLOTHING ACCESSORIES STORES",1
WAIANAE,"DAIRY CATTLE AND MILK PRODUCTION",1
WAIANAE,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",1
WAIANAE,"EDUCATIONAL SUPPORT SERVICES",1
WAIANAE,"FRUIT AND VEGETABLE MARKETS",1
WAIANAE,"GIFT, NOVELTY, AND SOUVENIR STORES",1
WAIANAE,"GRAPHIC DESIGN SERVICES",1
WAIANAE,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1
WAIANAE,"INTERIOR DESIGN SERVICES",1
WAIANAE,"JEWELRY STORES",1
WAIANAE,"LANDSCAPE ARCHITECTURAL SERVICES",1
WAIANAE,"LANDSCAPING SERVICES",1
WAIANAE,"LEGAL COUNSEL AND PROSECUTION",1
WAIANAE,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",1
WAIANAE,"MOBILE FOOD SERVICES",1
WAIANAE,"MOTION PICTURE AND VIDEO PRODUCTION",1
WAIANAE,"MOTOR VEHICLE TOWING",1
WAIANAE,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",1
WAIANAE,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",1
WAIANAE,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
WAIANAE,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",1
WAIANAE,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",1
WAIANAE,"OFFICES OF REAL ESTATE APPRAISERS",1
WAIANAE,"OTHER ACCOUNTING SERVICES",1
WAIANAE,"OTHER BUILDING FINISHING CONTRACTORS",1
WAIANAE,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",1
WAIANAE,"OTHER INDIVIDUAL AND FAMILY SERVICES",1
WAIANAE,"OTHER NONCITRUS FRUIT FARMING",1
WAIANAE,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
WAIANAE,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",1
WAIANAE,"PASSENGER CAR RENTAL",1
WAIANAE,"RECYCLABLE MATERIAL MERCHANT WHOLESALERS",1
WAIANAE,"RETAIL BAKERIES",1
WAIANAE,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",1
WAIANAE,"SECURITY GUARDS AND PATROL SERVICES",1
WAIANAE,"SPECIAL NEEDS TRANSPORTATION",1
WAIANAE,"SPORTS AND RECREATION INSTRUCTION",1
WAIANAE,"SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION",1
WAIANAE,"TELEPHONE ANSWERING SERVICES",1
WAIANAE,"TIRE DEALERS",1
WAIANAE,"TRANSLATION AND INTERPRETATION SERVICES",1
WAIANAE,"TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS",1
WAIANAE,"VETERINARY SERVICES",1
WAIANAE,"WELDING AND SOLDERING EQUIPMENT MANUFACTURING",1
WAIKOLOA,"ADVERTISING AGENCIES",1
WAIKOLOA,"AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING",1
WAIKOLOA,"ALL OTHER PERSONAL SERVICES",1
WAIKOLOA,"ALL OTHER SPECIALTY FOOD STORES",1
WAIKOLOA,"ALL OTHER SUPPORT SERVICES",1
WAIKOLOA,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",1
WAIKOLOA,"ALL OTHER TRAVELER ACCOMMODATION",1
WAIKOLOA,"BEAUTY SALONS",1
WAIKOLOA,"BUILDING INSPECTION SERVICES",1
WAIKOLOA,CATERERS,1
WAIKOLOA,"CHILD DAY CARE SERVICES",1
WAIKOLOA,"CLOTHING ACCESSORIES STORES",1
WAIKOLOA,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",1
WAIKOLOA,"COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",1
WAIKOLOA,"COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS",1
WAIKOLOA,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",1
WAIKOLOA,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",1
WAIKOLOA,"EDUCATIONAL SUPPORT SERVICES",1
WAIKOLOA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",1
WAIKOLOA,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",1
WAIKOLOA,"EXECUTIVE SEARCH SERVICES",1
WAIKOLOA,"FAMILY CLOTHING STORES",1
WAIKOLOA,"FINE ARTS SCHOOLS",1
WAIKOLOA,FLORISTS,1
WAIKOLOA,"GENERAL AUTOMOTIVE REPAIR",1
WAIKOLOA,"HOME HEALTH CARE SERVICES",1
WAIKOLOA,"INTERIOR DESIGN SERVICES",1
WAIKOLOA,"JEWELRY STORES",1
WAIKOLOA,"LIMOUSINE SERVICE",1
WAIKOLOA,LOCKSMITHS,1
WAIKOLOA,LOGGING,1
WAIKOLOA,"MARKETING CONSULTING SERVICES",1
WAIKOLOA,"MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING",1
WAIKOLOA,"NAIL SALONS",1
WAIKOLOA,"NEW HOUSING FOR-SALE BUILDERS",1
WAIKOLOA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",1
WAIKOLOA,"OFFICES OF CHIROPRACTORS",1
WAIKOLOA,"OFFICES OF DENTISTS",1
WAIKOLOA,"OFFICES OF OPTOMETRISTS",1
WAIKOLOA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",1
WAIKOLOA,"OFFICES OF REAL ESTATE APPRAISERS",1
WAIKOLOA,"OTHER ACCOUNTING SERVICES",1
WAIKOLOA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",1
WAIKOLOA,"OTHER BUILDING FINISHING CONTRACTORS",1
WAIKOLOA,"OTHER GASOLINE STATIONS",1
WAIKOLOA,"OTHER MANAGEMENT CONSULTING SERVICES",1
WAIKOLOA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",1
WAIKOLOA,"RECREATIONAL GOODS RENTAL",1
WAIKOLOA,"RESIDENTIAL REMODELERS",1
WAIKOLOA,"SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING",1
WAIKOLOA,"TOILET PREPARATION MANUFACTURING",1
WAILEA,"ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",1
WAILEA,"ALL OTHER ANIMAL PRODUCTION",1
WAILEA,"ALL OTHER GRAIN FARMING",1
WAILEA,"ALL OTHER LEGAL SERVICES",1
WAILEA,"ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES",1
WAILEA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",1
WAILEA,"ALL OTHER SPECIALTY FOOD STORES",1
WAILEA,"ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION",1
WAILEA,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",1
WAILEA,"ARCHITECTURAL SERVICES",1
WAILEA,"BARBER SHOPS",1
WAILEA,"BOOK STORES",1
WAILEA,"BUILDING INSPECTION SERVICES",1
WAILEA,"BUSINESS TO BUSINESS ELECTRONIC MARKETS",1
WAILEA,"CAR WASHES",1
WAILEA,CATERERS,1
WAILEA,"CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS",1
WAILEA,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",1
WAILEA,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",1
WAILEA,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",1
WAILEA,"COMMERCIAL BAKERIES",1
WAILEA,"COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",1
WAILEA,"COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",1
WAILEA,"COMPUTER TRAINING",1
WAILEA,"CONFECTIONERY AND NUT STORES",1
WAILEA,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",1
WAILEA,"CONSUMER ELECTRONICS AND APPLIANCES RENTAL",1
WAILEA,"CORN FARMING",1
WAILEA,"DOCUMENT PREPARATION SERVICES",1
WAILEA,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",1
WAILEA,"EDUCATIONAL SUPPORT SERVICES",1
WAILEA,"FINISH CARPENTRY CONTRACTORS",1
WAILEA,"FISH AND SEAFOOD MARKETS",1
WAILEA,"FLORICULTURE PRODUCTION",1
WAILEA,FLORISTS,1
WAILEA,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",1
WAILEA,"FURNITURE STORES",1
WAILEA,"HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING",1
WAILEA,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",1
WAILEA,"HOME CENTERS",1
WAILEA,"HUMAN RESOURCES CONSULTING SERVICES",1
WAILEA,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",1
WAILEA,"INDUSTRIAL BUILDING CONSTRUCTION",1
WAILEA,"INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS",1
WAILEA,"INVESTMENT ADVICE",1
WAILEA,"INVESTMENT BANKING AND SECURITIES DEALING",1
WAILEA,"LANDSCAPE ARCHITECTURAL SERVICES",1
WAILEA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",1
WAILEA,"LIMOUSINE SERVICE",1
WAILEA,"MASONRY CONTRACTORS",1
WAILEA,"MEN’S AND BOYS’ CUT AND SEW APPAREL MANUFACTURING",1
WAILEA,"MOTION PICTURE AND VIDEO PRODUCTION",1
WAILEA,"MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS",1
WAILEA,"MUSICAL GROUPS AND ARTISTS",1
WAILEA,"NEW CAR DEALERS",1
WAILEA,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",1
WAILEA,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",1
WAILEA,"OFFICES OF LAWYERS",1
WAILEA,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",1
WAILEA,"OFFICES OF REAL ESTATE APPRAISERS",1
WAILEA,"OTHER AQUACULTURE",1
WAILEA,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",1
WAILEA,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",1
WAILEA,"OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION",1
WAILEA,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",1
WAILEA,"OTHER SPECIALIZED DESIGN SERVICES",1
WAILEA,"OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION",1
WAILEA,"OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION",1
WAILEA,"PET CARE (EXCEPT VETERINARY) SERVICES",1
WAILEA,"PHARMACIES AND DRUG STORES",1
WAILEA,"PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS",1
WAILEA,"POSTHARVEST CROP ACTIVITIES (EXCEPT COTTON GINNING)",1
WAILEA,"POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS",1
WAILEA,"PROFESSIONAL ORGANIZATIONS",1
WAILEA,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",1
WAILEA,"PUBLIC RELATIONS AGENCIES",1
WAILEA,"RADIO STATIONS",1
WAILEA,"REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES",1
WAILEA,"ROOFING CONTRACTORS",1
WAILEA,"SECONDARY MARKET FINANCING",1
WAILEA,"SECURITIES BROKERAGE",1
WAILEA,"SHOE STORES",1
WAILEA,"SIGN MANUFACTURING",1
WAILEA,"SOFT DRINK MANUFACTURING",1
WAILEA,"SOFTWARE PUBLISHERS",1
WAILEA,"SOYBEAN FARMING",1
WAILEA,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS",1
WAILEA,"SPORTS TEAMS AND CLUBS",1
WAILEA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",1
WAILEA,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",1
WAILEA,"TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS",1
WAILEA,"TIMBER TRACT OPERATIONS",1
WAILEA,"UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING",1
WAILEA,"USED HOUSEHOLD AND OFFICE GOODS MOVING",1
WAILUKU,"ALL OTHER GENERAL MERCHANDISE STORES",1
WAILUKU,"ALL OTHER HOME FURNISHINGS STORES",1
WAILUKU,"ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES",1
WAILUKU,"ALL OTHER MISCELLANEOUS CROP FARMING",1
WAILUKU,"ALL OTHER MISCELLANEOUS FOOD MANUFACTURING",1
WAILUKU,"ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS",1
WAILUKU,"ALL OTHER OUTPATIENT CARE CENTERS",1
WAILUKU,"ALL OTHER PUBLISHERS",1
WAILUKU,"ALL OTHER TELECOMMUNICATIONS",1
WAILUKU,"ALL OTHER TRAVELER ACCOMMODATION",1
WAILUKU,"ART DEALERS",1
WAILUKU,"ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING",1
WAILUKU,"ASSISTED LIVING FACILITIES FOR THE ELDERLY",1
WAILUKU,"AUTOMOTIVE GLASS REPLACEMENT SHOPS",1
WAILUKU,"AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS",1
WAILUKU,"AUTOMOTIVE TRANSMISSION REPAIR",1
WAILUKU,"BEER, WINE, AND LIQUOR STORES",1
WAILUKU,"BOAT DEALERS",1
WAILUKU,"BUSINESS ASSOCIATIONS",1
WAILUKU,"CAFETERIAS, GRILL BUFFETS, AND BUFFETS",1
WAILUKU,"CAR WASHES",1
WAILUKU,"CHARTER BUS INDUSTRY",1
WAILUKU,"CLAIMS ADJUSTING",1
WAILUKU,"COLLECTION AGENCIES",1
WAILUKU,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",1
WAILUKU,"COMMERCIAL PHOTOGRAPHY",1
WAILUKU,"COMMERCIAL SCREEN PRINTING",1
WAILUKU,"COMPUTER FACILITIES MANAGEMENT SERVICES",1
WAILUKU,"CONSTRUCTION MACHINERY MANUFACTURING",1
WAILUKU,"CUSTOM COMPUTER PROGRAMMING SERVICES",1
WAILUKU,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",1
WAILUKU,"DOCUMENT PREPARATION SERVICES",1
WAILUKU,"DRAFTING SERVICES",1
WAILUKU,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",1
WAILUKU,"EDUCATIONAL SUPPORT SERVICES",1
WAILUKU,"ELECTRONICS STORES",1
WAILUKU,"ELEMENTARY AND SECONDARY SCHOOLS",1
WAILUKU,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",1
WAILUKU,"FARM MANAGEMENT SERVICES",1
WAILUKU,"FINFISH FISHING",1
WAILUKU,"FIRE PROTECTION",1
WAILUKU,"FLOOR COVERING STORES",1
WAILUKU,"FOOTWEAR MERCHANT WHOLESALERS",1
WAILUKU,"FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING",1
WAILUKU,"FRUIT AND TREE NUT COMBINATION FARMING",1
WAILUKU,"FRUIT AND VEGETABLE CANNING",1
WAILUKU,"GENERAL MEDICAL AND SURGICAL HOSPITALS",1
WAILUKU,"GOAT FARMING",1
WAILUKU,"HARDWARE MANUFACTURING",1
WAILUKU,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",1
WAILUKU,"HOME HEALTH CARE SERVICES",1
WAILUKU,"HOUSEHOLD FURNITURE (EXCEPT WOOD AND METAL) MANUFACTURING",1
WAILUKU,"INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS",1
WAILUKU,"LAND SUBDIVISION",1
WAILUKU,"LESSORS OF OTHER REAL ESTATE PROPERTY",1
WAILUKU,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",1
WAILUKU,"LIMOUSINE SERVICE",1
WAILUKU,"LOCAL MESSENGERS AND LOCAL DELIVERY",1
WAILUKU,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",1
WAILUKU,"MACHINE SHOPS",1
WAILUKU,"MASONRY CONTRACTORS",1
WAILUKU,"MEAT MARKETS",1
WAILUKU,"MEAT PROCESSED FROM CARCASSES",1
WAILUKU,"MEN’S AND BOYS’ CUT AND SEW APPAREL MANUFACTURING",1
WAILUKU,MUSEUMS,1
WAILUKU,"MUSICAL INSTRUMENT AND SUPPLIES STORES",1
WAILUKU,"NEW HOUSING FOR-SALE BUILDERS",1
WAILUKU,"OFFICE ADMINISTRATIVE SERVICES",1
WAILUKU,"OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING",1
WAILUKU,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",1
WAILUKU,"OFFICES OF CHIROPRACTORS",1
WAILUKU,"OFFICES OF OPTOMETRISTS",1
WAILUKU,"OFFICES OF OTHER HOLDING COMPANIES",1
WAILUKU,"OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS)",1
WAILUKU,"OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",1
WAILUKU,"OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",1
WAILUKU,"OTHER DIRECT SELLING ESTABLISHMENTS",1
WAILUKU,"OTHER ELECTRIC POWER GENERATION",1
WAILUKU,"OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS",1
WAILUKU,"OTHER GASOLINE STATIONS",1
WAILUKU,"OTHER GRANTMAKING AND GIVING SERVICES",1
WAILUKU,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",1
WAILUKU,"OTHER MILLWORK (INCLUDING FLOORING)",1
WAILUKU,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",1
WAILUKU,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",1
WAILUKU,"OTHER SOUND RECORDING INDUSTRIES",1
WAILUKU,"OTHER SPECIALIZED DESIGN SERVICES",1
WAILUKU,"OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS",1
WAILUKU,"PAINT, VARNISH, AND SUPPLIES MERCHANT WHOLESALERS",1
WAILUKU,"PERIODICAL PUBLISHERS",1
WAILUKU,"PHARMACIES AND DRUG STORES",1
WAILUKU,"POLITICAL ORGANIZATIONS",1
WAILUKU,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",1
WAILUKU,"PROFESSIONAL ORGANIZATIONS",1
WAILUKU,"PUBLIC RELATIONS AGENCIES",1
WAILUKU,"RADIO STATIONS",1
WAILUKU,"REMEDIATION SERVICES",1
WAILUKU,"RESIDENTIAL INTELLECTUAL AND DEVELOPMENTAL DISABILITY FACILITIES",1
WAILUKU,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",1
WAILUKU,"SEAFOOD PRODUCT PREPARATION AND PACKAGING",1
WAILUKU,"SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING",1
WAILUKU,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",1
WAILUKU,"SHELLFISH FARMING",1
WAILUKU,"SITE PREPARATION CONTRACTORS",1
WAILUKU,"SOLID WASTE COLLECTION",1
WAILUKU,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",1
WAILUKU,"SPICE AND EXTRACT MANUFACTURING",1
WAILUKU,"SPORTING GOODS STORES",1
WAILUKU,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",1
WAILUKU,"TEXTILE BAG AND CANVAS MILLS",1
WAILUKU,"TOBACCO STORES",1
WAILUKU,"TOUR OPERATORS",1
WAILUKU,"TRUSTS, ESTATES, AND AGENCY ACCOUNTS",1
WAILUKU,"VENDING MACHINE OPERATORS",1
WAILUKU,"VOCATIONAL REHABILITATION SERVICES",1
WAILUKU,"VOLUNTARY HEALTH ORGANIZATIONS",1
WAILUKU,"WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",1
WAILUKU,"WINDOW TREATMENT STORES",1
WAIMANALO,,1
WAIMANALO,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",1
WAIMANALO,"ADVERTISING AGENCIES",1
WAIMANALO,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",1
WAIMANALO,"ALL OTHER MISCELLANEOUS CROP FARMING",1
WAIMANALO,"ALL OTHER SPECIALTY FOOD STORES",1
WAIMANALO,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",1
WAIMANALO,"ALL OTHER TRAVELER ACCOMMODATION",1
WAIMANALO,"BED-AND-BREAKFAST INNS",1
WAIMANALO,"CIVIC AND SOCIAL ORGANIZATIONS",1
WAIMANALO,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",1
WAIMANALO,"CONVENTION AND TRADE SHOW ORGANIZERS",1
WAIMANALO,"CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING",1
WAIMANALO,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",1
WAIMANALO,"FINISH CARPENTRY CONTRACTORS",1
WAIMANALO,"FLAVORING SYRUP AND CONCENTRATE MANUFACTURING",1
WAIMANALO,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",1
WAIMANALO,"GENERAL LINE GROCERY MERCHANT WHOLESALERS",1
WAIMANALO,"GIFT, NOVELTY, AND SOUVENIR STORES",1
WAIMANALO,"GRANTMAKING FOUNDATIONS",1
WAIMANALO,"GRAPHIC DESIGN SERVICES",1
