City,JobTitle,COUNT(LoanAmount)
"OCEAN VIEW","RELIGIOUS ORGANIZATIONS",1
"OCEAN VIEW","SITE PREPARATION CONTRACTORS",1
"OCEAN VIEW","SNACK AND NONALCOHOLIC BEVERAGE BARS",1
"OCEAN VIEW","SOFTWARE PUBLISHERS",1
"OCEAN VIEW","TAXI SERVICE",1
OOKALA,"PHOTOGRAPHY STUDIOS, PORTRAIT",1
PAAUILO,"ALL OTHER PERSONAL SERVICES",1
PAAUILO,APICULTURE,1
PAAUILO,"BAKED GOODS STORES",1
PAAUILO,"CUT STOCK, RESAWING LUMBER, AND PLANING",1
PAAUILO,"HORSES AND OTHER EQUINE PRODUCTION",1
PAAUILO,"LANDSCAPING SERVICES",1
PAAUILO,"MEAT MARKETS",1
PAAUILO,"OFFICES OF LAWYERS",1
PAAUILO,"OTHER GRANTMAKING AND GIVING SERVICES",1
PAAUILO,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
PAAUILO,"SUPPORT ACTIVITIES FOR FORESTRY",1
PAHALA,"BEEF CATTLE RANCHING AND FARMING",1
PAHALA,"CLOTHING ACCESSORIES STORES",1
PAHOA,"ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT",1
PAHOA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",1
PAHOA,"ALL OTHER PERSONAL SERVICES",1
PAHOA,"APPLIANCE REPAIR AND MAINTENANCE",1
PAHOA,"CLOTHING ACCESSORIES STORES",1
PAHOA,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",1
PAHOA,"COMMERCIAL PHOTOGRAPHY",1
PAHOA,"COMPUTER SYSTEMS DESIGN SERVICES",1
PAHOA,"CONVENIENCE STORES",1
PAHOA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",1
PAHOA,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",1
PAHOA,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",1
PAHOA,"FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING",1
PAHOA,"FULL-SERVICE RESTAURANTS",1
PAHOA,"GRAPHIC DESIGN SERVICES",1
PAHOA,"HOME HEALTH CARE SERVICES",1
PAHOA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",1
PAHOA,"JEWELRY STORES",1
PAHOA,"LAND SUBDIVISION",1
PAHOA,"LIMITED-SERVICE RESTAURANTS",1
PAHOA,"MARKETING CONSULTING SERVICES",1
PAHOA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",1
PAHOA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",1
PAHOA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",1
PAHOA,"OTHER ACCOUNTING SERVICES",1
PAHOA,"OTHER INDIVIDUAL AND FAMILY SERVICES",1
PAHOA,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",1
PAHOA,"OTHER NONCITRUS FRUIT FARMING",1
PAHOA,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",1
PAHOA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",1
PAHOA,"PHARMACIES AND DRUG STORES",1
PAHOA,"PREFABRICATED WOOD BUILDING MANUFACTURING",1
PAHOA,"RELIGIOUS ORGANIZATIONS",1
PAHOA,"RESIDENTIAL REMODELERS",1
PAHOA,"RETAIL BAKERIES",1
PAHOA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",1
PAHOA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",1
PAHOA,"WATER SUPPLY AND IRRIGATION SYSTEMS",1
PAIA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",1
PAIA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",1
PAIA,"ALL OTHER MISCELLANEOUS MANUFACTURING",1
PAIA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",1
PAIA,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",1
PAIA,"ARCHITECTURAL SERVICES",1
PAIA,"BED-AND-BREAKFAST INNS",1
PAIA,"BOOK STORES",1
PAIA,"CHILD DAY CARE SERVICES",1
PAIA,"CHILDREN'S AND INFANTS' CLOTHING STORES",1
PAIA,"CLOTHING ACCESSORIES STORES",1
PAIA,DISTILLERIES,1
PAIA,"DRAFTING SERVICES",1
PAIA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",1
PAIA,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",1
PAIA,"ENVIRONMENTAL CONSULTING SERVICES",1
PAIA,"FINISH CARPENTRY CONTRACTORS",1
PAIA,"FITNESS AND RECREATIONAL SPORTS CENTERS",1
PAIA,"GRAPHIC DESIGN SERVICES",1
PAIA,"HOME FURNISHING MERCHANT WHOLESALERS",1
PAIA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1
PAIA,"INSURANCE AGENCIES AND BROKERAGES",1
PAIA,"INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS",1
PAIA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",1
PAIA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",1
PAIA,"MARKETING CONSULTING SERVICES",1
PAIA,"OFFICE SUPPLIES AND STATIONERY STORES",1
PAIA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",1
PAIA,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
PAIA,"OFFICES OF CHIROPRACTORS",1
PAIA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",1
PAIA,"OFFICES OF REAL ESTATE APPRAISERS",1
PAIA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",1
PAIA,"OTHER CLOTHING STORES",1
PAIA,"OTHER DIRECT SELLING ESTABLISHMENTS",1
PAIA,"OTHER TECHNICAL AND TRADE SCHOOLS",1
PAIA,"PET CARE (EXCEPT VETERINARY) SERVICES",1
PAIA,"RECREATIONAL GOODS RENTAL",1
PAIA,"RELIGIOUS ORGANIZATIONS",1
PAIA,"RESIDENTIAL PROPERTY MANAGERS",1
PAIA,"RETAIL BAKERIES",1
PAIA,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",1
PAIA,"SIGN MANUFACTURING",1
PAIA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",1
PAIA,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",1
PAIA,"THEATER COMPANIES AND DINNER THEATERS",1
PAIA,"TILE AND TERRAZZO CONTRACTORS",1
PAIA,"TOBACCO MANUFACTURING",1
PAIA,"TOUR OPERATORS",1
PAIA,"TRAVEL AGENCIES",1
PAPAALOA,,1
PAPAALOA,"ALL OTHER PERSONAL SERVICES",1
PAPAALOA,"LANDSCAPING SERVICES",1
PAPAALOA,"OTHER PERSONAL CARE SERVICES",1
PAPAALOA,"PAINTING AND WALL COVERING CONTRACTORS",1
PAPAALOA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",1
PAPAIKOU,"ALL OTHER PERSONAL SERVICES",1
PAPAIKOU,"ALL OTHER SPECIALTY TRADE CONTRACTORS",1
PAPAIKOU,"BED-AND-BREAKFAST INNS",1
PAPAIKOU,"FARM MANAGEMENT SERVICES",1
PAPAIKOU,"GENERAL AUTOMOTIVE REPAIR",1
PAPAIKOU,"INSURANCE AGENCIES AND BROKERAGES",1
PAPAIKOU,"NURSERY AND TREE PRODUCTION",1
PAPAIKOU,"RELIGIOUS ORGANIZATIONS",1
PAPAIKOU,"RESIDENTIAL REMODELERS",1
"PEARL CITY","ADVERTISING AGENCIES",1
"PEARL CITY","ADVERTISING MATERIAL DISTRIBUTION SERVICES",1
"PEARL CITY","AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",1
"PEARL CITY","AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING",1
"PEARL CITY","AIRCRAFT MANUFACTURING",1
"PEARL CITY","ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING",1
"PEARL CITY","ALL OTHER HEALTH AND PERSONAL CARE STORES",1
"PEARL CITY","ALL OTHER PLASTICS PRODUCT MANUFACTURING",1
"PEARL CITY","ALL OTHER PUBLISHERS",1
"PEARL CITY","ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",1
"PEARL CITY","ARCHITECTURAL SERVICES",1
"PEARL CITY","ART DEALERS",1
"PEARL CITY","BEER, WINE, AND LIQUOR STORES",1
"PEARL CITY","BUILDING INSPECTION SERVICES",1
"PEARL CITY","CARPET AND UPHOLSTERY CLEANING SERVICES",1
"PEARL CITY",CATERERS,1
"PEARL CITY","CHILD AND YOUTH SERVICES",1
"PEARL CITY","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",1
"PEARL CITY","COMMERCIAL PRINTING (EXCEPT SCREEN AND BOOKS)",1
"PEARL CITY","COMMERCIAL SCREEN PRINTING",1
"PEARL CITY","COMPUTER SYSTEMS DESIGN SERVICES",1
"PEARL CITY","CONFECTIONERY AND NUT STORES",1
"PEARL CITY","CONVENIENCE STORES",1
"PEARL CITY","COOKIE AND CRACKER MANUFACTURING",1
"PEARL CITY","CUSTOM COMPUTER PROGRAMMING SERVICES",1
"PEARL CITY","CUT AND SEW APPAREL CONTRACTORS",1
"PEARL CITY","EDUCATIONAL SUPPORT SERVICES",1
"PEARL CITY","ELECTRONICS STORES",1
"PEARL CITY","EXTERMINATING AND PEST CONTROL SERVICES",1
"PEARL CITY","FARM MANAGEMENT SERVICES",1
"PEARL CITY","FISH AND SEAFOOD MERCHANT WHOLESALERS",1
"PEARL CITY",FLORISTS,1
"PEARL CITY","GASOLINE STATIONS WITH CONVENIENCE STORES",1
"PEARL CITY","GENERAL FREIGHT TRUCKING, LOCAL",1
"PEARL CITY","GIFT, NOVELTY, AND SOUVENIR STORES",1
"PEARL CITY","GLASS AND GLAZING CONTRACTORS",1
"PEARL CITY","GRAPHIC DESIGN SERVICES",1
"PEARL CITY","HOUSEHOLD APPLIANCE STORES",1
"PEARL CITY","INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS",1
"PEARL CITY","INTERIOR DESIGN SERVICES",1
"PEARL CITY","JEWELRY AND SILVERWARE MANUFACTURING",1
"PEARL CITY","LIMOUSINE SERVICE",1
"PEARL CITY","MASONRY CONTRACTORS",1
"PEARL CITY","MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS",1
"PEARL CITY","MEN'S CLOTHING STORES",1
"PEARL CITY","MOBILE FOOD SERVICES",1
"PEARL CITY","MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS",1
"PEARL CITY","NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",1
"PEARL CITY","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",1
"PEARL CITY","OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",1
"PEARL CITY","OFFICES OF PODIATRISTS",1
"PEARL CITY","OTHER ACTIVITIES RELATED TO REAL ESTATE",1
"PEARL CITY","OTHER GASOLINE STATIONS",1
"PEARL CITY","OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",1
"PEARL CITY","OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",1
"PEARL CITY","OTHER PERSONAL CARE SERVICES",1
"PEARL CITY","OTHER RESIDENTIAL CARE FACILITIES",1
"PEARL CITY","OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
"PEARL CITY","OTHER SNACK FOOD MANUFACTURING",1
"PEARL CITY","OTHER SPECIALIZED DESIGN SERVICES",1
"PEARL CITY","OTHER TECHNICAL AND TRADE SCHOOLS",1
"PEARL CITY","OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",1
"PEARL CITY","PAINTING AND WALL COVERING CONTRACTORS",1
"PEARL CITY","RECREATIONAL GOODS RENTAL",1
"PEARL CITY","REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",1
"PEARL CITY","REMEDIATION SERVICES",1
"PEARL CITY","RESIDENTIAL PROPERTY MANAGERS",1
"PEARL CITY","REUPHOLSTERY AND FURNITURE REPAIR",1
"PEARL CITY","SECURITY GUARDS AND PATROL SERVICES",1
"PEARL CITY","SIDING CONTRACTORS",1
"PEARL CITY","SOFTWARE PUBLISHERS",1
"PEARL CITY","SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",1
"PEARL CITY","SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",1
"PEARL CITY","TRAVEL AGENCIES",1
"PEARL CITY","URETHANE AND OTHER FOAM PRODUCT (EXCEPT POLYSTYRENE) MANUFACTURING",1
"PEARL CITY","USED MERCHANDISE STORES",1
"PEARL CITY","VETERINARY SERVICES",1
"PEARL CITY","WATER SUPPLY AND IRRIGATION SYSTEMS",1
"PEARL CITY","WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",1
PEPEEKEO,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",1
PEPEEKEO,"ALL OTHER MISCELLANEOUS CROP FARMING",1
PEPEEKEO,"ARCHITECTURAL SERVICES",1
PEPEEKEO,"CONVENIENCE STORES",1
PEPEEKEO,"DRAFTING SERVICES",1
PEPEEKEO,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",1
PEPEEKEO,"ENGINEERING SERVICES",1
PEPEEKEO,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1
PEPEEKEO,"LANDSCAPING SERVICES",1
PEPEEKEO,"MEAT PROCESSED FROM CARCASSES",1
PEPEEKEO,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
PEPEEKEO,"OFFICES OF LAWYERS",1
PEPEEKEO,"PHOTOGRAPHY STUDIOS, PORTRAIT",1
PEPEEKEO,"RECREATIONAL GOODS RENTAL",1
PEPEEKEO,"TAX PREPARATION SERVICES",1
PRINCEVILLE,"ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT",1
PRINCEVILLE,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",1
PRINCEVILLE,"ALL OTHER GENERAL MERCHANDISE STORES",1
PRINCEVILLE,"ALL OTHER MISCELLANEOUS CROP FARMING",1
PRINCEVILLE,"ALL OTHER MISCELLANEOUS MANUFACTURING",1
PRINCEVILLE,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",1
PRINCEVILLE,"ALL OTHER SUPPORT SERVICES",1
PRINCEVILLE,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",1
PRINCEVILLE,"ALL OTHER TRAVELER ACCOMMODATION",1
PRINCEVILLE,"ART DEALERS",1
PRINCEVILLE,"BEER, WINE, AND LIQUOR STORES",1
PRINCEVILLE,"CARPET AND UPHOLSTERY CLEANING SERVICES",1
PRINCEVILLE,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",1
PRINCEVILLE,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",1
PRINCEVILLE,"ENGINEERING SERVICES",1
PRINCEVILLE,"GASOLINE STATIONS WITH CONVENIENCE STORES",1
PRINCEVILLE,"GIFT, NOVELTY, AND SOUVENIR STORES",1
PRINCEVILLE,"GRAPHIC DESIGN SERVICES",1
PRINCEVILLE,"HOBBY, TOY, AND GAME STORES",1
PRINCEVILLE,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1
PRINCEVILLE,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",1
PRINCEVILLE,"LIMITED-SERVICE RESTAURANTS",1
PRINCEVILLE,LOCKSMITHS,1
PRINCEVILLE,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",1
PRINCEVILLE,"MARKETING CONSULTING SERVICES",1
PRINCEVILLE,"OFFICE ADMINISTRATIVE SERVICES",1
PRINCEVILLE,"OFFICE SUPPLIES AND STATIONERY STORES",1
PRINCEVILLE,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",1
PRINCEVILLE,"OFFICES OF CHIROPRACTORS",1
PRINCEVILLE,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",1
PRINCEVILLE,"OTHER BUILDING FINISHING CONTRACTORS",1
PRINCEVILLE,"OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS)",1
PRINCEVILLE,"OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",1
PRINCEVILLE,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",1
PRINCEVILLE,"OTHER PERSONAL CARE SERVICES",1
PRINCEVILLE,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
PRINCEVILLE,"PAINTING AND WALL COVERING CONTRACTORS",1
PRINCEVILLE,"PHARMACIES AND DRUG STORES",1
PRINCEVILLE,"SEWAGE TREATMENT FACILITIES",1
PRINCEVILLE,"SHOE STORES",1
PRINCEVILLE,"SPORTS AND RECREATION INSTRUCTION",1
PRINCEVILLE,"TAX PREPARATION SERVICES",1
PRINCEVILLE,"THEATER COMPANIES AND DINNER THEATERS",1
PRINCEVILLE,"TILE AND TERRAZZO CONTRACTORS",1
PRINCEVILLE,"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",1
PRINCEVILLE,"ZOOS AND BOTANICAL GARDENS",1
PUKALANI,"CAR WASHES",1
PUKALANI,"ENGINEERING SERVICES",1
PUKALANI,"FAMILY CLOTHING STORES",1
PUKALANI,"FOOD SERVICE CONTRACTORS",1
PUKALANI,"FULL-SERVICE RESTAURANTS",1
PUKALANI,"JANITORIAL SERVICES",1
PUKALANI,"LANDSCAPING SERVICES",1
PUKALANI,"LESSORS OF OTHER REAL ESTATE PROPERTY",1
PUKALANI,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",1
PUKALANI,"NURSERY AND TREE PRODUCTION",1
PUKALANI,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",1
PUKALANI,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
PUKALANI,"OTHER ACCOUNTING SERVICES",1
PUKALANI,"OTHER COMPUTER RELATED SERVICES",1
PUKALANI,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",1
PUKALANI,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",1
PUUNENE,"ALL OTHER HOME FURNISHINGS STORES",1
PUUNENE,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",1
PUUNENE,"ALL OTHER SPECIALTY TRADE CONTRACTORS",1
PUUNENE,"ARCHITECTURAL SERVICES",1
PUUNENE,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",1
PUUNENE,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",1
PUUNENE,"COMMUNITY FOOD SERVICES",1
PUUNENE,"COMPUTER SYSTEMS DESIGN SERVICES",1
PUUNENE,"CONCRETE BLOCK AND BRICK MANUFACTURING",1
PUUNENE,"DRYWALL AND INSULATION CONTRACTORS",1
PUUNENE,FLORISTS,1
PUUNENE,"FRAMING CONTRACTORS",1
PUUNENE,"GENERAL AUTOMOTIVE REPAIR",1
PUUNENE,"GENERAL FREIGHT TRUCKING, LOCAL",1
PUUNENE,"MOTOR VEHICLE TOWING",1
PUUNENE,"NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION",1
PUUNENE,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",1
PUUNENE,"OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL",1
PUUNENE,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
PUUNENE,"PAINTING AND WALL COVERING CONTRACTORS",1
PUUNENE,"PET CARE (EXCEPT VETERINARY) SERVICES",1
PUUNENE,"RECYCLABLE MATERIAL MERCHANT WHOLESALERS",1
PUUNENE,"RESIDENTIAL REMODELERS",1
PUUNENE,"SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)",1
PUUNENE,"SITE PREPARATION CONTRACTORS",1
PUUNENE,"STRUCTURAL STEEL AND PRECAST CONCRETE CONTRACTORS",1
"SCHOFIELD BARRACKS","ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",1
VOLCANO,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",1
VOLCANO,"BED-AND-BREAKFAST INNS",1
VOLCANO,"BUILDING INSPECTION SERVICES",1
VOLCANO,"CONVENIENCE STORES",1
VOLCANO,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",1
VOLCANO,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",1
VOLCANO,"NATURE PARKS AND OTHER SIMILAR INSTITUTIONS",1
VOLCANO,"NURSERY AND TREE PRODUCTION",1
VOLCANO,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",1
VOLCANO,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",1
VOLCANO,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",1
VOLCANO,"OTHER MANAGEMENT CONSULTING SERVICES",1
VOLCANO,"OTHER MARINE FISHING",1
VOLCANO,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",1
VOLCANO,"PRIVATE HOUSEHOLDS",1
VOLCANO,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",1
VOLCANO,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",1
VOLCANO,"SITE PREPARATION CONTRACTORS",1
VOLCANO,WINERIES,1
WAHIAWA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",1
WAHIAWA,"ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE",1
WAHIAWA,"ALL OTHER BUSINESS SUPPORT SERVICES",1
WAHIAWA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",1
WAHIAWA,"ALL OTHER SUPPORT SERVICES",1
WAHIAWA,APICULTURE,1
WAHIAWA,"APPLIANCE REPAIR AND MAINTENANCE",1
WAHIAWA,"ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING",1
WAHIAWA,"AUDIO AND VIDEO EQUIPMENT MANUFACTURING",1
WAHIAWA,"BLIND AND SHADE MANUFACTURING",1
WAHIAWA,"BROILERS AND OTHER MEAT TYPE CHICKEN PRODUCTION",1
WAHIAWA,CATERERS,1
WAHIAWA,"CHICKEN EGG PRODUCTION",1
WAHIAWA,"CHILD AND YOUTH SERVICES",1
WAHIAWA,"COFFEE AND TEA MANUFACTURING",1
WAHIAWA,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",1
WAHIAWA,"CONVENTION AND TRADE SHOW ORGANIZERS",1
WAHIAWA,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",1
WAHIAWA,"DANCE COMPANIES",1
WAHIAWA,"DENTAL LABORATORIES",1
WAHIAWA,"DIRECT LIFE INSURANCE CARRIERS",1
WAHIAWA,"DRYWALL AND INSULATION CONTRACTORS",1
WAHIAWA,"EDUCATIONAL SUPPORT SERVICES",1
WAHIAWA,"ELEMENTARY AND SECONDARY SCHOOLS",1
WAHIAWA,"FAMILY CLOTHING STORES",1
WAHIAWA,"GENERAL FREIGHT TRUCKING, LOCAL",1
WAHIAWA,"GIFT, NOVELTY, AND SOUVENIR STORES",1
WAHIAWA,"GOAT FARMING",1
WAHIAWA,"JANITORIAL SERVICES",1
WAHIAWA,"JEWELRY AND SILVERWARE MANUFACTURING",1
WAHIAWA,"LANDSCAPE ARCHITECTURAL SERVICES",1
WAHIAWA,"LANDSCAPING SERVICES",1
WAHIAWA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",1
WAHIAWA,"MASONRY CONTRACTORS",1
WAHIAWA,"MEAT MARKETS",1
WAHIAWA,"METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS",1
WAHIAWA,"MORTGAGE AND NONMORTGAGE LOAN BROKERS",1
WAHIAWA,"NEW HOUSING FOR-SALE BUILDERS",1
WAHIAWA,"OFFICES OF LAWYERS",1
WAHIAWA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",1
WAHIAWA,"OTHER ACCOUNTING SERVICES",1
WAHIAWA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",1
WAHIAWA,"OTHER BUILDING FINISHING CONTRACTORS",1
WAHIAWA,"OTHER BUSINESS SERVICE CENTERS (INCLUDING COPY SHOPS)",1
WAHIAWA,"OTHER DIRECT SELLING ESTABLISHMENTS",1
WAHIAWA,"OTHER INDIVIDUAL AND FAMILY SERVICES",1
WAHIAWA,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",1
WAHIAWA,"OTHER WASTE COLLECTION",1
WAHIAWA,"PET CARE (EXCEPT VETERINARY) SERVICES",1
WAHIAWA,"PORTFOLIO MANAGEMENT",1
WAHIAWA,"REMEDIATION SERVICES",1
WAHIAWA,"RESIDENTIAL PROPERTY MANAGERS",1
WAHIAWA,"RESIDENTIAL REMODELERS",1
WAHIAWA,"RETAIL BAKERIES",1
WAHIAWA,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",1
WAHIAWA,"SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)",1
WAHIAWA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",1
WAHIAWA,"SPORTING AND ATHLETIC GOODS MANUFACTURING",1
WAHIAWA,"SPORTS AND RECREATION INSTRUCTION",1
WAHIAWA,"TEMPORARY SHELTERS",1
WAHIAWA,"TOUR OPERATORS",1
WAHIAWA,"TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS",1
WAHIAWA,"USED CAR DEALERS",1
WAHIAWA,"VETERINARY SERVICES",1
WAHIAWA,"VOLUNTARY HEALTH ORGANIZATIONS",1
WAHIAWA,"WATER SUPPLY AND IRRIGATION SYSTEMS",1
WAHIAWA,"WHOLESALE TRADE AGENTS AND BROKERS",1
WAHIAWA,"WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)",1
WAIALUA,,1
WAIALUA,"ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS",1
